Region,Anchor,Neighbor,Cooc_Windows,Anchor_WindowCount,Neighbor_WindowCount,NPMI
EU,right,ai_systeme,14,1669,60,0.0064
EU,right,risk_mitigation,13,1669,15,0.2129
EU,right,othernon-personal_datac,13,1669,15,0.2129
EU,right,ai_systems23,13,1669,15,0.2129
EU,right,trustworthy_ai21,13,1669,15,0.2129
EU,right,registration,13,1669,192,-0.1885
EU,right,competent_authority,13,1669,213,-0.2049
EU,right,machine_learning,12,1669,55,-0.0042
EU,right,supervision,12,1669,236,-0.2307
EU,right,trustworthy_ai3,11,1669,15,0.1818
EU,right,ai_systemscapabilities,11,1669,30,0.0755
EU,right,risk_assessment,11,1669,250,-0.2498
EU,right,ai_system24,10,1669,15,0.1648
EU,right,certification,10,1669,78,-0.0845
EU,right,quality_management,10,1669,254,-0.263
EU,right,euresearchinfocentrearticle_en,8,1669,15,0.1268
EU,right,non-high_risk,8,1669,45,-0.0339
EU,right,ai_systems37,7,1669,15,0.1052
EU,right,transparency_requirement,7,1669,15,0.1052
EU,right,ai_systems7,7,1669,15,0.1052
EU,right,trustworthy_aib,7,1669,15,0.1052
EU,right,idresearchheadlinesnewsarticle_19_03_12_en,7,1669,15,0.1052
EU,right,regulator,7,1669,45,-0.0524
EU,right,auditor,6,1669,30,-0.016
EU,right,ai_systemb,6,1669,60,-0.1133
EU,right,ai_systemsoutput,5,1669,15,0.0543
EU,right,ai_systems2,5,1669,15,0.0543
EU,right,asnon-high_risk,5,1669,15,0.0543
EU,right,ai_system5,5,1669,60,-0.1355
EU,right,risk_management,5,1669,259,-0.3356
EU,right,competent_authorityi,4,1669,15,0.0231
EU,right,ai_systemsdevelopment,4,1669,30,-0.069
EU,right,record,4,1669,152,-0.2845
EU,right,ai_system3key,3,1669,15,-0.0146
EU,right,systemic_risk4,2,1669,15,-0.0632
EU,right,inclusion,2,1669,45,-0.1968
EU,risk,ai_system,3688,4667,5879,0.001
EU,risk,ai,2137,4667,3782,-0.0832
EU,risk,service,1297,4667,1866,0.0591
EU,risk,person,1283,4667,2296,-0.0654
EU,risk,safety,1171,4667,1598,0.0844
EU,risk,compliance,947,4667,1511,-0.0001
EU,risk,fundamental_rights,863,4667,1559,-0.0577
EU,risk,general_purpose_ai,837,4667,1164,0.0628
EU,risk,right,818,4667,1669,-0.1114
EU,risk,health,739,4667,975,0.0822
EU,risk,market_surveillance,704,4667,882,0.1024
EU,risk,product,697,4667,990,0.049
EU,risk,report,688,4667,953,0.0593
EU,risk,human,681,4667,1501,-0.1352
EU,risk,documentation,625,4667,819,0.0794
EU,risk,security,592,4667,866,0.0342
EU,risk,conformity_assessment,520,4667,669,0.0808
EU,risk,framework,494,4667,880,-0.0407
EU,risk,legislation,423,4667,517,0.0929
EU,risk,output,416,4667,637,0.0142
EU,risk,individual,415,4667,967,-0.1312
EU,risk,principle,370,4667,1009,-0.1786
EU,risk,responsibility,348,4667,619,-0.0355
EU,risk,standard,344,4667,699,-0.0787
EU,risk,harm,338,4667,734,-0.0997
EU,risk,personal_data,307,4667,544,-0.033
EU,risk,technical_documentation,303,4667,454,0.0196
EU,risk,criterion,299,4667,372,0.0773
EU,risk,performance,298,4667,433,0.029
EU,risk,transparency,275,4667,578,-0.0836
EU,risk,bias,271,4667,441,-0.006
EU,risk,oversight,271,4667,514,-0.0522
EU,risk,placing_on_the_market,264,4667,409,0.0088
EU,risk,value,248,4667,633,-0.1382
EU,risk,input,245,4667,409,-0.0133
EU,risk,notified_body,244,4667,355,0.0269
EU,risk,infrastructure,234,4667,338,0.0287
EU,risk,log,209,4667,281,0.0479
EU,risk,freedom,203,4667,487,-0.1133
EU,risk,accuracy,190,4667,265,0.0366
EU,risk,environment,187,4667,424,-0.0954
EU,risk,quality_management,180,4667,254,0.0329
EU,risk,user,180,4667,512,-0.1554
EU,risk,robustness,179,4667,341,-0.0476
EU,risk,trustworthy_ai,179,4667,813,-0.2807
EU,risk,supply,173,4667,268,0.0078
EU,risk,worker,166,4667,338,-0.0642
EU,risk,deployment,166,4667,496,-0.165
EU,risk,chain,165,4667,218,0.0495
EU,risk,consumer,165,4667,387,-0.1012
EU,risk,surveillance,162,4667,242,0.0172
EU,risk,competent_authority,161,4667,213,0.0488
EU,risk,justice,161,4667,267,-0.0101
EU,risk,registration,160,4667,192,0.0741
EU,risk,supervision,159,4667,236,0.0187
EU,risk,biometric_identification,138,4667,321,-0.0946
EU,risk,guideline,131,4667,454,-0.192
EU,risk,democracy,128,4667,317,-0.1082
EU,risk,discrimination,124,4667,181,0.0217
EU,risk,natural_person,121,4667,220,-0.0318
EU,risk,vulnerability,115,4667,196,-0.0159
EU,risk,platform,107,4667,171,-0.0004
EU,risk,internal_market,106,4667,150,0.0282
EU,risk,accountability,105,4667,218,-0.0618
EU,risk,supervisor,99,4667,151,0.0104
EU,risk,record,99,4667,152,0.0089
EU,risk,education,96,4667,269,-0.1295
EU,risk,community,95,4667,125,0.0442
EU,risk,autonomy,91,4667,266,-0.1375
EU,risk,threat,88,4667,170,-0.0431
EU,risk,fairness,83,4667,263,-0.1526
EU,risk,child,82,4667,139,-0.0135
EU,risk,reliability,81,4667,147,-0.0285
EU,risk,decision_making,81,4667,208,-0.1053
EU,risk,trustworthy,81,4667,298,-0.1848
EU,risk,disclosure,79,4667,120,0.0108
EU,risk,ai_value_chain,78,4667,127,-0.0045
EU,risk,algorithm,78,4667,235,-0.1395
EU,risk,people,77,4667,314,-0.2053
EU,risk,dignity,71,4667,219,-0.1417
EU,risk,ai_system5,60,4667,60,0.0969
EU,risk,ai_systemb,59,4667,60,0.0931
EU,risk,ai_systeme,59,4667,60,0.0931
EU,risk,penalty,57,4667,149,-0.1014
EU,risk,privacy,56,4667,247,-0.208
EU,risk,duty,55,4667,82,0.0138
EU,risk,systemic_riskpursuant,45,4667,45,0.0914
EU,risk,citizen,45,4667,194,-0.1946
EU,risk,diversity,40,4667,192,-0.2108
EU,risk,safety_measure,34,4667,34,0.0867
EU,risk,liability,33,4667,119,-0.1505
EU,risk,hazard,30,4667,30,0.0847
EU,risk,ai_system6,30,4667,30,0.0847
EU,risk,employment,25,4667,85,-0.1328
EU,risk,equality,25,4667,120,-0.1934
EU,risk,ai_system2,24,4667,30,0.0425
EU,risk,trustworthy_artificial_intelligence,24,4667,67,-0.0975
EU,risk,auditor,21,4667,30,0.0188
EU,risk,ai_systemsb,20,4667,28,0.0221
EU,risk,ai_systemse,19,4667,27,0.0194
EU,risk,artificial_intelligence_system,19,4667,35,-0.0241
EU,risk,certification,18,4667,78,-0.1659
EU,risk,ai_ethic,16,4667,107,-0.2333
EU,risk,ai_systems53,15,4667,15,0.0752
EU,risk,ai_systems55,15,4667,15,0.0752
EU,risk,ai_system76,15,4667,15,0.0752
EU,risk,ai_systems37,15,4667,15,0.0752
EU,risk,ai_system81,15,4667,15,0.0752
EU,risk,ai_value_chain115,15,4667,15,0.0752
EU,risk,information_security,15,4667,15,0.0752
EU,risk,fundamental_rights119,15,4667,15,0.0752
EU,risk,transparency_requirement,15,4667,15,0.0752
EU,risk,ai_systems175,15,4667,15,0.0752
EU,risk,high_risk6,15,4667,15,0.0752
EU,risk,ai_system9,15,4667,15,0.0752
EU,risk,conformity_assessment2,15,4667,15,0.0752
EU,risk,ai_systemvii,15,4667,15,0.0752
EU,risk,ai_systemc,15,4667,15,0.0752
EU,risk,notified_bodyc,15,4667,15,0.0752
EU,risk,notified_bodyb,15,4667,15,0.0752
EU,risk,notified_body2,15,4667,15,0.0752
EU,risk,systemic_risk2,15,4667,15,0.0752
EU,risk,systemic_risk4,15,4667,15,0.0752
EU,risk,systemic_riskc,15,4667,15,0.0752
EU,risk,not-high_risk7,15,4667,15,0.0752
EU,risk,ai_systemsc,15,4667,15,0.0752
EU,risk,systemic_riskas,15,4667,15,0.0752
EU,risk,systemic_risk-producing,15,4667,15,0.0752
EU,risk,systemic_risk3,15,4667,15,0.0752
EU,risk,systemic_risk-taking,15,4667,15,0.0752
EU,risk,regulator,15,4667,45,-0.1017
EU,risk,ai_value_chain3,14,4667,15,0.0634
EU,risk,othernon-personal_datac,14,4667,15,0.0634
EU,risk,ai_systems2,14,4667,15,0.0634
EU,risk,ai_systemsg,13,4667,15,0.051
EU,risk,inclusion,13,4667,45,-0.122
EU,risk,systemic_riskv,12,4667,15,0.0379
EU,risk,welfare,12,4667,15,0.0379
EU,risk,ai_systemsdevelopment,12,4667,30,-0.0699
EU,risk,conformity_assessment10,11,4667,15,0.0241
EU,risk,large_language_model,11,4667,15,0.0241
EU,risk,eu_trustworthy_ai_ethic_guidelinespdf,11,4667,15,0.0241
EU,risk,trustworthy_ai21,11,4667,15,0.0241
EU,risk,trustworthy_aib,10,4667,15,0.0093
EU,risk,fundamental_rights-based,10,4667,15,0.0093
EU,risk,competent_authorityi,9,4667,15,-0.0065
EU,risk,personal_datag,9,4667,15,-0.0065
EU,risk,ai_systems69,8,4667,15,-0.0236
EU,risk,ai_systems7,8,4667,15,-0.0236
EU,risk,ai_systemsoutput,6,4667,15,-0.0631
EU,risk,ai_systems67,5,4667,15,-0.0864
EU,risk,eu_gpai_codepdf,5,4667,15,-0.0864
EU,risk,idresearchheadlinesnewsarticle_19_03_12_en,5,4667,15,-0.0864
EU,risk,notified_body43,4,4667,15,-0.1135
EU,risk,trustworthy_ai11a,4,4667,15,-0.1135
EU,risk,euresearchinfocentrearticle_en,4,4667,15,-0.1135
EU,risk,fundamental_rights33,3,4667,15,-0.1462
EU,risk,trustworthy_ai10,2,4667,15,-0.1883
EU,risk,finance,2,4667,15,-0.1883
EU,safety,ai_system,1152,1626,5879,-0.0581
EU,safety,risk,858,1626,2661,0.1803
EU,safety,ai,754,1626,3782,-0.0398
EU,safety,health,715,1626,975,0.517
EU,safety,high_risk,620,1626,2747,0.0132
EU,safety,fundamental_rights,568,1626,1559,0.1989
EU,safety,security,460,1626,866,0.3192
EU,safety,person,397,1626,2296,-0.0797
EU,safety,human,321,1626,1501,-0.0067
EU,safety,product,317,1626,990,0.1212
EU,safety,service,293,1626,1866,-0.102
EU,safety,right,282,1626,1669,-0.0784
EU,safety,report,254,1626,953,0.059
EU,safety,harm,229,1626,734,0.1024
EU,safety,systemic_risk,220,1626,725,0.0934
EU,safety,compliance,216,1626,1511,-0.1197
EU,safety,framework,193,1626,880,0.0011
EU,safety,principle,171,1626,1009,-0.0672
EU,safety,infrastructure,167,1626,338,0.215
EU,safety,general_purpose_ai,157,1626,1164,-0.1249
EU,safety,market_surveillance,154,1626,882,-0.0577
EU,safety,transparency,152,1626,578,0.0477
EU,safety,robustness,141,1626,341,0.1609
EU,safety,conformity_assessment,141,1626,669,-0.009
EU,safety,legislation,140,1626,517,0.0541
EU,safety,oversight,137,1626,514,0.0499
EU,safety,trustworthy_ai,137,1626,813,-0.0649
EU,safety,criterion,132,1626,372,0.1204
EU,safety,documentation,125,1626,819,-0.0877
EU,safety,environment,124,1626,424,0.0713
EU,safety,individual,123,1626,967,-0.1318
EU,safety,output,103,1626,637,-0.0702
EU,safety,value,101,1626,633,-0.073
EU,safety,democracy,97,1626,317,0.0777
EU,safety,risk_management,95,1626,259,0.1189
EU,safety,risk_assessment,93,1626,250,0.1215
EU,safety,placing_on_the_market,89,1626,409,-0.0008
EU,safety,personal_data,88,1626,544,-0.0676
EU,safety,input,86,1626,409,-0.0085
EU,safety,responsibility,85,1626,619,-0.1037
EU,safety,performance,82,1626,433,-0.0316
EU,safety,internal_market,79,1626,150,0.1936
EU,safety,standard,79,1626,699,-0.1449
EU,safety,user,75,1626,512,-0.0869
EU,safety,accuracy,74,1626,265,0.0533
EU,safety,supply,73,1626,268,0.0478
EU,safety,consumer,73,1626,387,-0.0317
EU,safety,threat,72,1626,170,0.1428
EU,safety,deployment,72,1626,496,-0.0881
EU,safety,bias,67,1626,441,-0.077
EU,safety,guideline,66,1626,454,-0.0861
EU,safety,competent_authority,65,1626,213,0.0706
EU,safety,accountability,60,1626,218,0.048
EU,safety,freedom,59,1626,487,-0.1218
EU,safety,privacy,56,1626,247,0.0076
EU,safety,trustworthy_artificial_intelligence,55,1626,67,0.2698
EU,safety,diversity,52,1626,192,0.0433
EU,safety,decision_making,52,1626,208,0.0272
EU,safety,education,50,1626,269,-0.0322
EU,safety,vulnerability,49,1626,196,0.0269
EU,safety,biometric_identification,48,1626,321,-0.0751
EU,safety,chain,47,1626,218,-0.0026
EU,safety,fairness,47,1626,263,-0.0396
EU,safety,surveillance,46,1626,242,-0.0273
EU,safety,notified_body,45,1626,355,-0.1065
EU,safety,discrimination,44,1626,181,0.0209
EU,safety,liability,43,1626,119,0.0977
EU,safety,technical_documentation,41,1626,454,-0.1698
EU,safety,penalty,40,1626,149,0.0395
EU,safety,supervisor,36,1626,151,0.0164
EU,safety,supervision,36,1626,236,-0.0673
EU,safety,reliability,35,1626,147,0.0161
EU,safety,people,35,1626,314,-0.1255
EU,safety,worker,33,1626,338,-0.1486
EU,safety,employment,32,1626,85,0.0999
EU,safety,trustworthy,32,1626,298,-0.1303
EU,safety,artificial_intelligence_system,30,1626,35,0.248
EU,safety,ai_value_chain,29,1626,127,0.008
EU,safety,algorithm,28,1626,235,-0.1085
EU,safety,justice,28,1626,267,-0.1314
EU,safety,child,26,1626,139,-0.0274
EU,safety,certification,21,1626,78,0.0356
EU,safety,community,21,1626,125,-0.0447
EU,safety,registration,21,1626,192,-0.1178
EU,safety,inclusion,19,1626,45,0.1104
EU,safety,record,17,1626,152,-0.11
EU,safety,natural_person,17,1626,220,-0.1708
EU,safety,ai_systemsc,15,1626,15,0.2451
EU,safety,ai_systemb,15,1626,60,0.0218
EU,safety,autonomy,15,1626,266,-0.2181
EU,safety,ai_systems14,14,1626,15,0.2314
EU,safety,log,14,1626,281,-0.2355
EU,safety,othernon-personal_datac,13,1626,15,0.217
EU,safety,non-personal_data,13,1626,61,-0.0039
EU,safety,ai_systems55,12,1626,15,0.2019
EU,safety,ai_system76,12,1626,15,0.2019
EU,safety,information_security,12,1626,15,0.2019
EU,safety,ai_systemsg,12,1626,15,0.2019
EU,safety,62high_risk,12,1626,15,0.2019
EU,safety,technical_documentation13,11,1626,15,0.1859
EU,safety,ai_systemsdevelopment,11,1626,30,0.0795
EU,safety,ai_systemsoutput,10,1626,15,0.1688
EU,safety,ai_systems175,10,1626,15,0.1688
EU,safety,high_risk6,10,1626,15,0.1688
EU,safety,orgai_now_2018_report,10,1626,15,0.1688
EU,safety,platform,10,1626,171,-0.1993
EU,safety,ai_ethic,9,1626,107,-0.142
EU,safety,equality,9,1626,120,-0.1591
EU,safety,ai_systems53,8,1626,15,0.1306
EU,safety,ai_systems67,8,1626,15,0.1306
EU,safety,notified_bodyb,8,1626,15,0.1306
EU,safety,systemic_risk-producing,8,1626,15,0.1306
EU,safety,ai_systemscapabilities,8,1626,30,0.0292
EU,safety,trustworthy_ai10,7,1626,15,0.1089
EU,safety,ai_systemse,7,1626,27,0.0246
EU,safety,ai_system5,7,1626,60,-0.09
EU,safety,duty,7,1626,82,-0.1348
EU,safety,citizen,7,1626,194,-0.2583
EU,safety,transparency_requirement,6,1626,15,0.0849
EU,safety,non-high_risk,6,1626,45,-0.0693
EU,safety,trustworthy_ai3,5,1626,15,0.0579
EU,safety,trustworthy_ai11a,5,1626,15,0.0579
EU,safety,minor,5,1626,35,-0.0581
EU,safety,systemic_riskpursuant,5,1626,45,-0.0925
EU,safety,ai_value_chain115,4,1626,15,0.0265
EU,safety,personal_datag,3,1626,15,-0.0113
EU,safety,competent_authorityi,2,1626,15,-0.06
EU,safety,eu_ai_actpdf,1,1626,1,0.1707
